recipe_urls,recipe_title,ingredients,ingredients_parsed
https://www.jamieoliver.com/recipes/vegetables-recipes/chilli-pickle/,Chilli pickle,"['150 ml distilled malt vinegar', '50 g soft brown sugar', '8 black peppercorns', '8 allspice berries', '1 fresh bay leaf', '2 sprigs of fresh thyme', '1 red onion', '2 red peppers', '2 green peppers', '2 yellow peppers', '20 jalapeño chillies']",distilled malt sugar allspice berry onion jalapeno
https://www.jamieoliver.com/recipes/vegetables-recipes/skinny-homemade-houmous/,Skinny homemade houmous,"['1 x 660 g jar of chickpeas', '1 teaspoon tahini', '2 tablespoons natural yoghurt', '1 pinch of cayenne pepper', '½ a clove of garlic', '½ a lemon']",chickpea tahini yoghurt garlic lemon
https://www.jamieoliver.com/recipes/eggs-recipes/refried-lentils-with-eggs-salsa/,Refried lentils with eggs & salsa,"['2 onions', '2 cloves of garlic', '½ bunch of coriander', '1 jalapeño chilli', '300 g ripe vine tomatoes', 'olive oil', '½ teaspoon crushed coriander seeds', '300 g brown lentils', '2 red peppers', '1 dried chipotle chilli', '½ teaspoon smoked paprika', '1 splash of red wine vinegar', '4 large free-range eggs', '2 avocados', '2 limes']",onion garlic jalapeno vine tomato lentil chipotle wine egg avocado lime
https://www.jamieoliver.com/recipes/fruit-recipes/gooseberry-elderflower-jam/,Gooseberry & elderflower jam,"['2 kg gooseberries', '12 elderflower heads , or 100ml elderflower cordial', '2 vanilla pods', '750 g sugar']",gooseberry elderflower elderflower cordial sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/smoky-veggie-feijoada/,Smoky veggie feijoada,"['½ a butternut squash , (600g)', 'olive oil', '1 heaped teaspoon ground coriander', '1 heaped teaspoon smoked paprika', '3 mixed-colour peppers', '2 red onions', '4 cloves of garlic', '4 fresh bay leaves', '2 x 400 g tins of black beans', '100 g okra', '150 g brown rice', '2 ripe mixed-colour tomatoes', '½-1 fresh red chilli', '1 bunch of fresh coriander , (30g)', '1 lime', '2 tablespoons natural yoghurt']",butternut squash onion garlic bean okra rice tomato lime yoghurt
https://www.jamieoliver.com/recipes/vegetables-recipes/mega-veggie-burgers/,Mega veggie burgers,"['350 g firm silken tofu', '1 large free-range egg', '75 g wholemeal breadcrumbs', '2 heaped teaspoons Marmite', '8 ripe tomatoes', '1 tablespoon red wine vinegar', '2 sprigs of fresh basil', '4 soft wholemeal buns', '400 g mixed seasonal salad veg, such as cucumber, red cabbage, apples, cress, baby spinach', 'olive oil', '2 sprigs of fresh rosemary', '50 g Cheddar cheese', '50 g gherkins', 'CREAMY BASIL DRESSING', '4 tablespoons natural yoghurt', '1 tablespoon white wine vinegar', '1 teaspoon Dijon mustard', '4 sprigs of fresh basil', '¼ of a fresh red chilli']",silken tofu egg wholemeal marmite tomato wine wholemeal bun seasonal salad spinach cheddar cheese gherkin creamy yoghurt wine
https://www.jamieoliver.com/recipes/vegetables-recipes/classic-ratatouille/,Classic ratatouille,"['2 red onions', '4 cloves of garlic', '2 aubergines', '3 courgettes', '3 red or yellow peppers', '6 ripe tomatoes', '½ a bunch of fresh basil , (15g)', 'olive oil', 'a few sprigs of fresh thyme', '1 x 400 g tin of quality plum tomatoes', '1 tablespoon balsamic vinegar', '½ a lemon']",onion garlic aubergine courgette tomato plum tomato lemon
https://www.jamieoliver.com/recipes/vegetables-recipes/brilliant-veggie-burger/,Brilliant veggie burger,"['200 g frozen sweetcorn', '400 g mixed frozen peas and broad beans', '½ a bunch of fresh coriander , (15)', '75 g plain flour , plus extra for dusting', '1 pinch of ground cumin', '1 teaspoon cayenne pepper', '1 tablespoon sesame seeds', '1 tablespoon sunflower seeds', 'olive oil', '½ an iceberg lettuce', '2 ripe tomatoes', '2 sprigs of fresh basil', '2 gherkins', '1 ripe avocado', '1 lime', '4 large quality burger buns', '1 punnet of cress', 'tomato ketchup', 'SPICED VEGAN MAYO', '2 spring onions', '½ a fresh red chilli', '½ a clove of garlic', '2 heaped tablespoons jarred chickpeas', '1 teaspoon English mustard', '1½ tablespoons sun-dried tomato paste', '1 splash of brandy', '1 lemon', 'extra virgin olive oil', 'CRISPY ONION RINGS', '1 large onion', '2 tablespoons red wine vinegar', '120 g self-raising flour', '½ teaspoon baking powder', '200ml golden ale or IPA , (cold)', '600 ml sunflower oil or sunseed oil , for frying']",sweetcorn pea broad bean flour sesame sunflower an iceberg lettuce tomato gherkin avocado lime burger bun cress tomato spiced vegan mayo onion garlic jarred chickpea tomato paste brandy lemon crispy onion ring onion wine self raising flour golden ale ipa sunflower sunseed
https://www.jamieoliver.com/recipes/vegetables-recipes/whole-roasted-cauliflower/,Whole roasted cauliflower,"['4 cloves of garlic', '1 teaspoon smoked paprika', '½ a bunch of fresh thyme , (15g)', 'olive oil', '1 lemon', '1 large cauliflower , with outer leaves (1kg)', '4 tablespoons dry sherry', '1 x 400 g tin of quality plum tomatoes', '40 g flaked almonds', '½ a bunch of fresh flat-leaf parsley , (15g)', 'extra virgin olive oil']",garlic lemon cauliflower outer plum tomato flaked
https://www.jamieoliver.com/recipes/cheese-recipes/gluten-free-spinach-ricotta-roulade/,Gluten-free spinach & ricotta roulade,"['1 kg butternut squash', 'olive oil', '1 pinch of chilli flakes', '2 cloves of garlic', '60 g whole blanched almonds', '1 teaspoon fennel seeds', '6 large free-range eggs', '80 g Parmesan cheese', '60 g gluten-free plain flour , (I used Doves Farm)', '1 whole nutmeg , for grating', '300 g baby spinach', ""100 g crumbly goat's cheese"", '150 g ricotta cheese', '1 lemon', '1 fresh red chilli']",butternut squash garlic blanched egg parmesan cheese gluten flour used dove spinach crumbly cheese ricotta cheese lemon
https://www.jamieoliver.com/recipes/pasta-recipes/royal-pasta-dough/,Royal pasta dough,"['400 g good-quality Tipo 00 flour , plus extra for dusting', '75 g fine semolina', '12 large free-range eggs', '2 tablespoons extra virgin olive oil']",tipo flour semolina egg
https://www.jamieoliver.com/recipes/vegetables-recipes/the-perfect-chips/,The perfect chips,"['800 g Maris Piper potatoes', 'sunflower oil']",mari piper potato sunflower
https://www.jamieoliver.com/recipes/vegetables-recipes/puy-lentil-parsnip-walnut-salad/,"Puy lentil, parsnip & walnut salad","['6 parnsips', '1 litre vegetable stock', '250 g puy lentils', '1 bay leaf', '50 g walnuts', '2 tbsp olive oil', 'For the dressing:', '3 tbsp walnut oil', '1 tbsp red wine vinegar', '2 tsp runny honey', '1/2 tsp Dijon mustard', '1 shallot', '1/2 clove of garlic', 'a large bunch of watercress , or rocket leaves', 'a few shavings of vegetarian hard cheese , to serve']",parnsips vegetable stock puy lentil walnut walnut wine tsp tsp shallot garlic shaving vegetarian hard cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/sicilian-roasted-cauliflower-brussels-sprouts/,Sicilian roasted cauliflower & Brussels sprouts,"['50 g pine nuts', '1 large head of cauliflower', '300 g Brussels sprouts', '50 g raisins', '12 strands of saffron', 'olive oil', 'garlic oil']",cauliflower brussels sprout raisin strand garlic
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-beetroot-carpaccio/,Vegan beetroot Carpaccio,"['8 medium beetroots , a mixture of colours looks wonderful', '2 lemons', '½ a bunch of fresh dill , (15g)', '1 red onion', '2 teaspoons caster sugar', '2 tablespoons olive oil', '1 tablespoon capers , drained and rinsed']",beetroot mixture look wonderful lemon onion caster sugar
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-mushroom-chestnut-cranberry-tart/,"Vegan mushroom, chestnut & cranberry tart","['230 g gluten-free plain flour', '½ teaspoon xanthan gum', '60 g dairy-free margarine', '60 g vegetable shortening', 'Filling:', '1 large onion', '2 cloves of garlic', '5-6 carrots , (450g)', '250 g chestnut mushrooms', '360 g peeled chestnuts', 'olive oil', '1 teaspoon dried thyme', '225 g soya cream cheese', '250 g wild mushrooms', '½ a bunch of fresh flat-leaf parsley , (15g)', '2 tablespoons garlic oil', '2 tablespoons dried cranberries', 'Redcurrant gravy:', '1 tablespoon walnut oil , or garlic oil', '1 tablespoon redcurrant jelly', '300 ml hot vegetable stock', '1 heaped tablespoon cornflour , mixed with 2 tbsp water', 'Roast potatoes:', '2.5 kg floury potatoes', 'groundnut oil , or olive oil']",gluten flour xanthan gum dairy margarine vegetable onion garlic carrot mushroom soya cream cheese mushroom garlic cranberry redcurrant walnut garlic redcurrant jelly vegetable stock cornflour floury potato
https://www.jamieoliver.com/recipes/vegetables-recipes/vegetarian-nut-roast/,Vegetarian nut roast,"['50 g shelled pistachios', '50 g linseed', '50 g sunflower seeds', '100 g chestnut purée', '50 g gluten-free vegetarian suet', '1 tablespoon maple syrup', 'gluten-free flour , for dusting', 'BLUE CHEESE TOPPING', '400 g sweet potato', 'rapeseed oil', '20 g unsalted butter', '250 g chestnut mushrooms', '100 g crème fraîche', '1 good pinch of ground nutmeg', '75 g Dorset Blue Vinny , or vegetarian blue cheese', '1 teaspoon linseed', '1 teaspoon shelled pistachios', '1 teaspoon sunflower seeds']",pistachio linseed sunflower puree gluten vegetarian suet maple syrup gluten flour blue cheese topping potato rapeseed butter mushroom creme fraiche dorset blue vinny vegetarian blue cheese linseed pistachio sunflower
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-nut-roast/,Vegan nut roast,"['50 g pine nuts , plus extra for decorating', '50 g linseed', '50 g sunflower seeds', '100 g unsweetened chestnut purée', '50 g gluten-free vegetarian suet', '1 tablespoon maple syrup', 'gluten-free flour , for dusting', 'Spinach topping:', '300 g chestnut mushrooms', 'rapeseed oil', '260 g baby leaf spinach , or frozen chopped spinach', '1 teaspoon cracked black pepper', '1 ripe avocado', '100 g silken tofu', '1 pinch of ground nutmeg', '1 squeeze of lemon juice', '¼ of a sweet potato', 'olive oil']",decorating linseed sunflower puree gluten vegetarian suet maple syrup gluten flour spinach mushroom rapeseed spinach spinach cracked avocado silken tofu squeeze lemon potato
https://www.jamieoliver.com/recipes/cheese-recipes/bumble-o/,Bumble-O,"['1 red pepper', '1 red onion', 'rapeseed oil', '100 g polenta', '80 g sorghum flour , (see tip)', '40 g buckwheat flour', '2½ tsp gluten-free baking powder', '½ tsp black onion seeds', '45 g capers', '2 large free-range eggs', '150 ml whole milk', '150 g corn oil', 'Topping:', '160 g onion marmalade , or sweet onion chutney', '230 g mature cheddar cheese', '75 g blue cheese', '1 tsp dried basil']",onion rapeseed polenta sorghum flour buckwheat flour tsp gluten tsp onion egg milk onion marmalade onion chutney mature cheddar cheese blue cheese tsp
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-dim-sum-buns/,Vegan dim sum buns,"['2 cloves of garlic', '1 thumb-sized piece of fresh ginger', '½ a bunch of fresh coriander , (15g)', 'groundnut oil', '450 g mixed mushrooms , such as shiitake and chestnut', '2 tablespoons rice wine vinegar', '2 tablespoons sweet chilli sauce', '2 tablespoons low-salt soy sauce', '4 spring onions', '1 fresh red chilli', 'sesame oil', '1 x 400 g tin of light coconut milk', '500 g self-raising flour , or 2 filled coconut milk tins of flour, plus extra for dusting', '2 tablespoons sesame seeds', 'hoisin sauce , to serve']",garlic mushroom shiitake rice wine soy onion sesame coconut milk self raising flour filled coconut milk sesame hoisin
https://www.jamieoliver.com/recipes/vegetables-recipes/vegan-shepherd-s-pie/,Vegan shepherd's pie,"['600 g Maris Piper potatoes', '600 g sweet potatoes', '40 g dairy-free margarine , (or use butter or margarine if you’re not vegan)', '1 onion', '2 carrots', '3 cloves of garlic', '2 sticks of celery', '1 tablespoon coriander seeds', 'olive oil', '½ a bunch of fresh thyme , (10g)', '350 g chestnut mushrooms', '12 sun-dried tomatoes', '2 tablespoons balsamic vinegar', 'vegan red wine , (or regular red wine if you’re not vegan), optional', '100 ml vegetable stock', '1 x 400 g tin of lentils', '1 x 400 g tin of chickpeas', '5 sprigs of fresh flat-leaf parsley', '2 sprigs of fresh rosemary', '1 lemon', '30 g fresh breadcrumbs']",mari piper potato potato dairy margarine use butter margarine not onion carrot garlic celery mushroom tomato vegan wine regular wine not vegetable stock lentil chickpea lemon
https://www.jamieoliver.com/recipes/pasta-recipes/vegan-mac-n-cheese/,Vegan mac ‘n’ cheese,"['350 g dried macaroni', 'sea salt', 'freshly ground black pepper', '1 onion', '1 litre unsweetened organic soya milk', '100 g dairy-free margarine', '85 g plain flour', '1 heaped teaspoon English mustard', '1½ tablespoons nutritional yeast flakes', '50 g vegan cheese , optional (available from specialist stores)', '5 cloves of garlic', '½ a bunch of fresh thyme', 'olive oil', '40 g fresh breadcrumbs']",macaroni onion soya milk dairy margarine flour nutritional yeast vegan cheese specialist garlic
https://www.jamieoliver.com/recipes/vegetables-recipes/the-best-vegan-burger/,The best vegan burger,"['1 x 400 g tin of chickpeas', '1 x 340 g tin of sweetcorn', '½ a bunch of fresh coriander , (15g)', '½ teaspoon paprika', '½ teaspoon ground coriander', '½ teaspoon ground cumin', '1 lemon', '3 heaped tablespoons plain flour , plus extra for dusting', 'rapeseed oil', '1 small round lettuce', '2 large ripe tomatoes', 'tomato ketchup', '4 wholemeal burger buns']",chickpea sweetcorn lemon flour rapeseed lettuce tomato tomato wholemeal burger bun
https://www.jamieoliver.com/recipes/vegetables-recipes/my-special-vegan-kofte/,My special vegan kofte,"['1 teaspoon coriander seeds', '1 teaspoon cumin seeds', '5 cm piece of ginger', '2 cloves of garlic', 'olive oil', '2 courgettes', '1 big bunch of fresh coriander , (60g)', '1 x 400 g tin of chickpeas', '40 g fine breadcrumbs', 'MINTY YOGHURT DIP', '½ a cucumber', '3 sprigs of fresh mint', '4 tablespoons organic soya yoghurt', '1 lemon', 'NUTTY SAUCE', '1 small onion', '1 clove of garlic', '100 g cashew nuts', '140 ml light coconut milk', '2 tablespoons smooth peanut butter']",garlic courgette chickpea minty yoghurt dip cucumber soya yoghurt lemon nutty onion garlic cashew coconut milk smooth peanut butter
https://www.jamieoliver.com/recipes/pasta-recipes/basil-gnudi/,Basil gnudi,"['2 large bunches of basil , (60g)', '250 g fresh ricotta', '125 g Parmesan cheese', '2 large free-range eggs', '1 free-range egg yolk', '75 g plain flour , plus a little extra', 'semolina flour , for dusting', '15 g butter', '1 unwaxed lemon', '30 g grated pecorino cheese , to serve']",ricotta parmesan cheese egg egg yolk flour semolina flour butter unwaxed lemon cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/roast-carrot-fennel-soup/,Roast carrot & fennel soup,"['1 kg carrots', '1 onion', '2 bulbs of fennel', 'olive oil', '2 cloves of garlic', '1.6 litres organic vegetable stock', '100 ml single cream', 'FLATBREADS', '1 teaspoon fennel seeds', '250 g strong bread flour', '½ teaspoon fast-action dried yeast', '1 teaspoon sugar']",carrot onion garlic vegetable stock single cream flatbread strong bread flour fast action yeast sugar
https://www.jamieoliver.com/recipes/pasta-recipes/wholewheat-ravioli-with-courgette-flowers-ricotta/,Wholewheat ravioli with courgette flowers & ricotta,"['200 g Tipo 00 flour , plus extra for dusting', '100 g wholewheat flour', '3 large free-range eggs', 'filling', '20 courgette flowers', '250 g good-quality ricotta', 'a few sprigs of fresh mint', '1 small fresh red chilli', 'sauce', '600 g ripe tomatoes', '½ a bunch of fresh basil , (15g)', 'extra virgin olive oil', 'young pecorino cheese , to serve']",tipo flour wholewheat flour egg filling courgette flower ricotta tomato young cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/roast-tomato-and-bread-soup/,Roast tomato & bread soup,"['2 kg ripe tomatoes', '½ a bulb of garlic', '2 red onions', '1 pinch of dried oregano', 'olive oil', '1 litre organic vegetable stock', 'a few sprigs of fresh basil', '1 x 280 g ciabatta loaf', 'red wine vinegar', 'extra virgin olive oil']",tomato garlic onion vegetable stock ciabatta wine
https://www.jamieoliver.com/recipes/vegetables-recipes/butternut-pumpkin-penne-mint-avocado-chopped-salad/,Winter squash penne,"['PASTA', '1 organic vegetable stock cube', '1 butternut squash , (neck end only)', '1 onion', '1 teaspoon fennel seeds', '1 small dried red chilli', '½ a bunch of fresh sage , (15g)', '1 X 400 g tin of chickpeas', '320 g dried penne', '20 g parmesan cheese , plus extra to serve', '½ bunch of fresh flat-leaf parsley , (15g)', 'Salad', '3 ripe tomatoes', '½ cucumber', '4 spring onions', '2 little cos lettuces', '½ bunch of fresh mint , (15g)', '1 ripe avocado', '2 tablespoons extra virgin olive oil', '2 tablespoons balsamic vinegar', '20 g feta cheese']",pasta vegetable stock butternut squash end onion chickpea penne parmesan cheese salad tomato cucumber onion co lettuce avocado feta cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/candied-beet-salad/,Candied beet salad,"['750 g golden or candy cane beetroot , or a mix of both', '50 g mixed seeds', 'Extra virgin olive oil', '1/2 tsp sweet smoked paprika', '2 knobs of unsalted butter', 'Zest and juice of 1 orange', '1/4 tsp ground cinnamon', '150 g golden caster sugar', '2 handfuls of salad leaves', 'Buttermilk dressing', '75 ml buttermilk', 'Juice of 1 lemon', '1/2 bunch of mixed soft herbs , such as chervil, tarragon and mint, leaves picked and chopped']",golden candy cane beetroot both tsp butter orange tsp golden caster sugar salad buttermilk buttermilk lemon tarragon
https://www.jamieoliver.com/recipes/vegetables-recipes/summer-ratatouille-salad/,Summer ratatouille salad,"['2 romano peppers', '1 aubergine', '400 g baby courgettes with flowers', 'olive oil', '90 g tinned plum tomatoes', '1 tablespoon sherry vinegar', '400 g ripe tomatoes , ideally a mixture of cherry and heritage', '2 handfuls of fresh mixed herbs , such as basil, chives or parsley', '1 handful of mizuna leaves']",aubergine courgette flower plum tomato tomato ideally mixture heritage chive mizuna
https://www.jamieoliver.com/recipes/pasta-recipes/rigatoni-with-roasted-tomatoes-ricotta-salata/,Rigatoni with roasted tomatoes & ricotta salata,"['1.5 kg vine tomatoes', '4 cloves of garlic', '3 fresh bay leaves', '5 fresh thyme sprigs', '1 splash of red wine vinegar', '400 g dried rigatoni', 'extra virgin olive oil', '80 g ricotta salata cheese', 'optional: ½ a bunch of fresh basil (15g)']",vine tomato garlic wine rigatoni ricotta salata cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/potato-cauliflower-curry/,Potato & cauliflower curry,"['3 tablespoons vegetable oil', '2 onions , sliced', '4 cloves of garlic , chopped', '6cm piece of ginger , peeled and chipped', '1 teaspoon mustard seeds', '1 teaspoon cumin seeds', '3 tomatoes , grated', '6 curry leaves', '1 teaspoon ground coriander', '1 teaspoon ground cumin', '1 teaspoon ground tumeric', '½ teaspoon cayenne pepper', '1 kg maris piper potatoes , or any other floury potatoes thickly diced', '1-2 green chillies , deseeded and sliced', '1 large cauliflower , cut into florets just larger than the potato', 'Greek-style yogurt , to serve', 'PARATHAS', '300 g chapati flour , plus extra for dusting', '2 tablespoons butter , melted']",vegetable onion garlic chipped tomato curry tumeric mari piper potato any floury potato thickly cauliflower just larger than potato greek yogurt parathas chapati flour butter
https://www.jamieoliver.com/recipes/vegetables-recipes/apple-celeriac-soup/,Apple & celeriac soup,"['4 tbsp olive oil', '2 onions', '1 celery stalk', '1 celeriac', ""4 Cox's Orange Pippin apples"", 'a few sprigs of thyme', '2 litres vegetable or chicken stock', '200 ml crème fraîche', 'a few sage leaves', 'toasted hazelnuts or grated fresh horseradish , to serve']",onion celery celeriac orange pippin apple vegetable chicken stock creme fraiche hazelnut horseradish
https://www.jamieoliver.com/recipes/vegetables-recipes/tomato-carpaccio/,Tomato carpaccio,"['8 ripe heirloom tomatoes', 'extra virgin olive oil', '85 g raspberries', 'raspberry vinegar', '2 x 125 g burrata , or good-quality mozzarella cheese', 'a few sprigs of fresh basil']",heirloom tomato raspberry raspberry burrata mozzarella cheese
https://www.jamieoliver.com/recipes/pasta-recipes/spinach-ricotta-cannelloni/,Spinach & ricotta cannelloni,"['400 g spinach', 'extra-virgin olive oil', '¼ teaspoon ground nutmeg', '1 onion', '2 cloves of garlic', '2 x 400 g tins of quality plum tomatoes', '1 bay leaf', '½ a bunch of fresh basil , (15g)', '½ a lemon', '1 large free-range egg', 'Parmesan cheese', '250 g ricotta', '150 g cannelloni , about 14 tubes', '2 x 125 g mozzarella balls']",spinach onion garlic plum tomato lemon egg parmesan cheese ricotta cannelloni about tube mozzarella ball
https://www.jamieoliver.com/recipes/cheese-recipes/mozzarella-winter-fruit-salad/,Mozzarella & winter fruit salad,"['2 blood oranges', '1 pomegranate', '½ a lemon', 'extra virgin olive oil', 'a few sprigs of fresh mint', '100 g rocket', '4 small balls of mozzarella , (125g total)', '30 g creamy pecorino cheese']",blood orange pomegranate lemon ball mozzarella creamy cheese
https://www.jamieoliver.com/recipes/couscous-recipes/kerryann-s-turkish-style-couscous/,Kerryann’s Turkish-style couscous,"['250 g couscous', '1 teaspoon ground cumin', '1 teaspoon smoked paprika', 'sea salt', 'freshly ground black pepper', '1 medium red onion , peeled', '1 medium cucumber', '2 ripe tomatoes', '1 fresh red chilli', '1 bunch of fresh mint , leaves picked', '½ bunch of fresh coriander , leaves picked', '1 bunch of fresh flat-leaf parsley', '1 tablespoon tomato purée', '2 tablespoons extra virgin olive oil', '½ unwaxed lemon , zest and juice from']",couscous onion cucumber tomato tomato puree unwaxed lemon
https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-cheesy-potato-pie/,Kerryann's cheesy potato pie,"['2 x 400 g tins of baked beans', 'sea salt', 'freshly ground black pepper', '1.5 kg Maris Piper potatoes , or King Edward potatoes, peeled', '1 large knob of unsalted butter', '100 ml semi-skimmed milk', '1 whole nutmeg , for grating', '150 g Cheddar cheese', 'If you want to pimp your beans, you will need', '1 large onion , peeled', '2 cloves of garlic , peeled', '2 red peppers , deseeded', '1-2 fresh red chillies', 'olive oil', '2 sprigs of fresh thyme , leaves picked', '3 large ripe tomatoes']",baked bean mari piper potato king edward butter semi skimmed milk cheddar cheese you want pimp you will need onion garlic tomato
https://www.jamieoliver.com/recipes/vegetables-recipes/kerryann-s-chilli-con-veggie/,Kerryann’s chilli con veggie,"['2 medium onions', '4 cloves of garlic', '1 medium leek', '1 long fresh red chilli', '2 tablespoons olive oil', '2 tablespoons ground cumin', '2 tablespoons ground coriander', '2 tablespoons smoked paprika', '½ a cinnamon stick , or 1 teaspoon ground cinnamon', '2 tablespoons dried oregano', '1 whole nutmeg , for grating', '2 tablespoons tomato purée', '250 g dried green lentils', '250 g dried red lentils', '2 x 400 g tins of red kidney beans', '2 x 400 g tins of black beans', '2 x 400 g tins of chopped tomatoes', '1.2 litres vegetable stock']",onion garlic leek tomato puree lentil lentil kidney bean bean tomato vegetable stock
https://www.jamieoliver.com/recipes/vegetables-recipes/ultimate-quesadillas/,Ultimate quesadillas,"['1 yellow pepper', '1 red pepper', '1 red chilli', '½ a bunch of fresh coriander , (15g)', '120 g Cheddar cheese', '4 large flour tortillas', 'Pineapple salsa', '½ red chilli', '227 g tinned pineapple rings in juice', 'olive oil', '½ teaspoon black mustard seeds', '½ lime', 'Guacamole', '2 ripe avocados', '½ red onion', '1 red chilli', '2 ripe tomatoes', '½ bunch of fresh coriander', '2 limes', 'Dip', '250 g cottage cheese', '½ lime']",cheddar cheese flour tortilla pineapple salsa pineapple ring lime guacamole avocado onion tomato lime dip cheese lime
https://www.jamieoliver.com/recipes/vegetables-recipes/mandolin-salad/,Mandolin salad,"[""200 g soft goat's cheese"", '50 ml milk', '3 large raw beetroots , different colours if possible, such as golden, candy and red', '2 apples', 'rapeseed oil', 'cider vinegar', '½ bunch of fresh mint , (15g)']",cheese milk beetroot different candy apple rapeseed
https://www.jamieoliver.com/recipes/vegetables-recipes/briam/,Briam,"['150 ml extra-virgin olive oil , plus extra if needed', '1 large aubergine', '1 large onion', '3 cloves of garlic', '800 g large potatoes', '6 medium tomatoes', '12 cherry tomatoes', '5 courgettes', '300 g tomato passata', '1 tablespoon dried oregano', '½ a bunch of fresh flat-leaf parsley , (15g)']",aubergine onion garlic potato tomato tomato courgette tomato passata
https://www.jamieoliver.com/recipes/eggs-recipes/roasted-chilli-frittata/,Roasted chilli frittata,"['4-8 chillies , a mixture of green, red and yellow', '1 red or green pepper , optional', '1 tbsp red wine vinegar', 'olive oil', '6 sprigs of flat-leaf parsley', '1 knob of butter', '1 clove of garlic', '5 large free-range eggs', '1 handful of grated Parmesan', ""100 g goat's cheese , or 100g feta"", 'salad leaves , to serve']",mixture wine butter garlic egg parmesan cheese feta salad
https://www.jamieoliver.com/recipes/pasta-recipes/gluten-free-pasta-dough/,Gluten-free pasta dough,"['150 g gluten-free rice flour , plus extra for dusting', '50 g potato starch', '1 tablespoon corn flour', '2 tablespoons xanthan gum', '¼ teaspoon fine sea salt', '3 large free-range eggs', '1 tablespoon extra virgin olive oil']",gluten rice flour potato starch flour xanthan gum egg
https://www.jamieoliver.com/recipes/vegetables-recipes/garden-glut-soup/,Garden glut soup,"['1 medium onion', '2 sticks of celery', '1 medium leek', '2 cloves of garlic', 'olive oil', '3 medium potatoes', '2 courgettes', '1 vegetable stock cube , or 1.4 litres hot fresh vegetable stock', '100 g podded fresh peas , or broad beans', '200 g baby spinach', 'a few sprigs of fresh mint']",onion celery leek garlic potato courgette vegetable stock vegetable stock podded pea broad bean spinach
https://www.jamieoliver.com/recipes/vegetables-recipes/rainbow-salad-wrap/,Rainbow salad wrap,"['2 small raw beetroots , different colours if possible (roughly 150g)', '2 carrots', '150 g white cabbage', '1 pear , firm', '½ a bunch of fresh mint , (15g)', '½ a bunch of fresh flat-leaf parsley , (15g)', '6 small wholemeal tortilla wraps', '50 g feta cheese', 'Dressing:', '5 tablespoons natural yogurt', '½ teaspoon English mustard', '3 teaspoons cider vinegar', '2 tablespoons extra virgin olive oil']",beetroot different possible carrot cabbage pear wholemeal tortilla wrap feta cheese yogurt
https://www.jamieoliver.com/recipes/vegetables-recipes/posh-beans-on-toast/,Posh beans on toast,"['2 spring onions', '4 ripe cherry tomatoes, mixed colours if possible', 'extra virgin olive oil', '1 lemon', '1 large bunch of fresh mint', '250 g frozen broad beans', '150 g frozen peas', '4 slices of sourdough', '1 clove of garlic', '2 sprigs of fresh rosemary', '40 g feta cheese']",onion possible lemon broad bean pea sourdough garlic feta cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/giant-veg-r-sti/,Giant veg rösti,"['600 g potatoes', '3 large carrots', '½ teaspoon Dijon mustard', '½ a lemon', 'extra virgin olive oil', 'olive oil', '100 g frozen peas', '100 g baby spinach', '4 large eggs', '50 g feta cheese']",potato carrot lemon pea spinach egg feta cheese
https://www.jamieoliver.com/recipes/vegetables-recipes/hungover-noodles/,Hungover noodles,"['5 cm piece of ginger', '1 clove of garlic', '2 tablespoons low-salt soy sauce', '3 tablespoons rice wine vinegar', '3 tablespoons sesame oil', '1 Chinese cabbage', '500 g fresh or frozen broccoli', '250 g medium egg noodles', '200 g mangetout', '4 large free-range eggs', 'olive oil', 'hot chilli sauce , to serve']",garlic soy rice wine sesame chinese cabbage broccoli egg noodle mangetout egg
https://www.jamieoliver.com/recipes/vegetables-recipes/balsamic-dressed-cucumber-with-olives/,Balsamic-dressed cucumber with olives,"['2 cucumbers', '10 black olives , stone in', '2 tablespoons balsamic vinegar', '3 spring onions', 'extra virgin olive oil', '½ a lemon', 'freshly ground black pepper', '5 or 6 sprigs of fresh mint', 'optional:', '½ a fresh red chilli']",cucumber stone onion lemon
https://www.jamieoliver.com/recipes/pasta-recipes/classic-tomato-spaghetti/,Classic tomato spaghetti,"['1 bunch of fresh basil', '1 medium onion', '2 cloves of garlic', '1 kg ripe tomatoes , or 2 x 400g tins of quality chopped tomatoes', 'olive oil', '1 tablespoon red wine or balsamic vinegar', '480 g dried wholewheat spaghetti', '15 g Parmesan cheese']",onion garlic tomato tomato wine wholewheat spaghetti parmesan cheese
